Date,Close,Open,High,Low,Volume,Change
2015-09-02,3160.17,3027.68,3194.48,3019.09,43820000000.0,-0.002
2015-09-07,3080.42,3149.38,3217.58,3066.3,29650000000.0,-0.0252
2015-09-08,3170.45,3054.44,3174.71,3011.12,25540000000.0,0.0292
2015-09-09,3243.09,3182.55,3256.74,3165.7,37530000000.0,0.0229
2015-09-10,3197.89,3190.55,3243.28,3178.9,27330000000.0,-0.0139
2015-09-11,3200.23,3189.48,3223.76,3163.45,22460000000.0,0.0007000000000000001
2015-09-14,3114.8,3221.17,3229.48,3049.23,34660000000.0,-0.026699999999999998
2015-09-15,3005.17,3043.8,3081.7,2983.92,24920000000.0,-0.0352
2015-09-16,3152.26,2998.04,3182.93,2983.54,27750000000.0,0.0489
2015-09-17,3086.06,3131.98,3204.7,3085.31,31760000000.0,-0.021
2015-09-18,3097.92,3100.28,3122.05,3070.34,20920000000.0,0.0038
2015-09-21,3156.54,3072.09,3159.88,3060.86,23990000000.0,0.0189
2015-09-22,3185.62,3161.32,3213.48,3152.48,27480000000.0,0.0092
2015-09-23,3115.89,3137.72,3164.04,3104.74,23630000000.0,-0.0219
2015-09-24,3142.69,3126.49,3151.16,3109.69,21290000000.0,0.0086
2015-09-25,3092.35,3130.85,3149.95,3063.0,23630000000.0,-0.016
2015-09-28,3100.76,3085.57,3103.07,3042.31,15670000000.0,0.0027
2015-09-29,3038.14,3055.22,3068.3,3021.16,16320000000.0,-0.0202
2015-09-30,3052.78,3052.84,3073.3,3039.74,14660000000.0,0.0048
2015-10-08,3143.36,3156.07,3172.28,3133.13,23430000000.0,0.0297
2015-10-09,3183.15,3146.64,3192.72,3137.79,23490000000.0,0.0127
2015-10-12,3287.66,3193.54,3318.71,3188.41,38630000000.0,0.032799999999999996
2015-10-13,3293.23,3262.16,3298.63,3253.25,29720000000.0,0.0017000000000000001
2015-10-14,3262.44,3280.02,3307.32,3256.25,29510000000.0,-0.009300000000000001
2015-10-15,3338.07,3255.03,3338.3,3254.39,31630000000.0,0.0232
2015-10-16,3391.35,3358.3,3393.02,3334.85,39550000000.0,0.016
2015-10-19,3386.7,3401.63,3423.4,3355.57,37810000000.0,-0.0014000000000000002
2015-10-20,3425.33,3377.55,3425.52,3357.86,31900000000.0,0.011399999999999999
2015-10-21,3320.68,3428.56,3447.26,3265.44,45850000000.0,-0.030600000000000002
2015-10-22,3368.74,3292.29,3373.78,3282.99,32369999999.999996,0.014499999999999999
2015-10-23,3412.43,3377.55,3422.02,3360.22,34740000000.0,0.013000000000000001
2015-10-26,3429.58,3448.65,3457.52,3402.0,36560000000.0,0.005
2015-10-27,3434.34,3409.14,3441.57,3332.62,32820000000.0,0.0014000000000000002
2015-10-28,3375.2,3417.01,3439.76,3367.23,29350000000.0,-0.0172
2015-10-29,3387.32,3387.77,3411.71,3362.51,23570000000.0,0.0036
2015-10-30,3382.56,3380.28,3417.2,3346.59,24360000000.0,-0.0014000000000000002
2015-11-02,3325.08,3337.58,3391.06,3322.31,23100000000.0,-0.017
2015-11-03,3316.7,3330.32,3346.27,3302.18,19290000000.0,-0.0025
2015-11-04,3459.64,3325.62,3459.65,3325.62,33909999999.999996,0.0431
2015-11-05,3522.82,3459.22,3585.66,3455.53,55330000000.0,0.0183
2015-11-06,3590.03,3514.44,3596.38,3508.83,42920000000.0,0.0191
2015-11-09,3646.88,3588.5,3673.76,3588.5,50300000000.0,0.0158
2015-11-10,3640.49,3617.4,3669.53,3607.89,42970000000.0,-0.0018
2015-11-11,3650.25,3635.0,3654.88,3605.62,36100000000.0,0.0027
2015-11-12,3632.9,3656.82,3659.31,3603.23,36170000000.0,-0.0048
2015-11-13,3580.84,3600.76,3632.56,3564.81,34590000000.0,-0.0143
2015-11-16,3606.96,3522.46,3607.61,3519.42,27620000000.0,0.0073
2015-11-17,3604.8,3629.98,3678.27,3598.07,38360000000.0,-0.0006
2015-11-18,3568.47,3605.06,3617.07,3558.7,29760000000.0,-0.0101
2015-11-19,3617.06,3573.78,3618.21,3561.04,24790000000.0,0.013600000000000001
2015-11-20,3630.5,3620.79,3640.53,3607.92,31080000000.0,0.0037
2015-11-23,3610.31,3630.87,3654.75,3598.87,31600000000.0,-0.005600000000000001
2015-11-24,3616.11,3602.89,3616.48,3563.1,24880000000.0,0.0016
2015-11-25,3647.93,3614.07,3648.37,3607.52,27300000000.0,0.0088
2015-11-26,3635.55,3659.57,3668.38,3629.86,30680000000.0,-0.0034000000000000002
2015-11-27,3436.3,3616.54,3621.9,3412.43,35430000000.0,-0.0548
2015-11-30,3445.4,3433.86,3470.37,3327.81,30420000000.0,0.0026
2015-12-01,3456.31,3442.44,3483.41,3417.55,25240000000.0,0.0032
2015-12-02,3536.91,3450.28,3538.85,3427.66,30150000000.0,0.0233
2015-12-03,3584.82,3525.73,3591.73,3517.23,28110000000.0,0.013500000000000002
2015-12-04,3524.99,3558.15,3568.97,3510.41,25170000000.0,-0.0167
2015-12-07,3536.93,3529.81,3543.95,3506.62,20830000000.0,0.0034000000000000002
2015-12-08,3470.07,3518.65,3518.65,3466.79,22440000000.0,-0.0189
2015-12-09,3472.44,3462.58,3495.7,3454.88,19570000000.0,0.0007000000000000001
2015-12-10,3455.5,3469.81,3503.65,3446.27,20040000000.0,-0.0049
2015-12-11,3434.58,3441.6,3455.55,3410.92,18290000000.0,-0.0060999999999999995
2015-12-14,3520.67,3403.51,3521.78,3399.28,21540000000.0,0.025099999999999997
2015-12-15,3510.35,3518.13,3529.96,3496.85,20050000000.0,-0.0029
2015-12-16,3516.19,3522.09,3538.69,3506.29,19350000000.0,0.0017000000000000001
2015-12-17,3580.0,3533.63,3583.41,3533.63,28390000000.0,0.0181
2015-12-18,3578.96,3574.94,3614.7,3568.16,27370000000.0,-0.0003
2015-12-21,3642.47,3568.58,3651.06,3565.75,29980000000.0,0.0177
2015-12-22,3651.77,3645.99,3652.63,3616.87,26120000000.0,0.0026
2015-12-23,3636.09,3653.28,3684.57,3633.03,29820000000.0,-0.0043
2015-12-24,3612.49,3631.31,3640.22,3572.28,22780000000.0,-0.006500000000000001
2015-12-25,3627.91,3614.05,3635.26,3601.74,19850000000.0,0.0043
2015-12-28,3533.78,3635.77,3641.59,3533.78,27000000000.0,-0.0259
2015-12-29,3563.74,3528.4,3564.17,3515.52,18260000000.0,0.0085
2015-12-30,3572.88,3566.73,3573.68,3538.11,18790000000.0,0.0026
2015-12-31,3539.18,3570.47,3580.6,3538.35,17700000000.0,-0.009399999999999999
2016-01-04,3296.26,3536.59,3538.69,3295.74,18440000000.0,-0.06860000000000001
2016-01-05,3287.71,3196.65,3328.14,3189.6,26690000000.0,-0.0026
2016-01-06,3361.84,3291.19,3362.97,3288.93,23890000000.0,0.0225
2016-01-07,3125.0,3309.66,3309.66,3115.89,7060000000.0,-0.0704
2016-01-08,3186.41,3194.63,3235.45,3056.88,28640000000.0,0.0197
2016-01-11,3016.7,3131.85,3166.22,3016.7,27160000000.0,-0.0533
2016-01-12,3022.86,3026.16,3047.66,2978.46,20770000000.0,0.002
2016-01-13,2949.6,3041.11,3059.01,2949.29,19430000000.0,-0.0242
2016-01-14,3007.65,2874.05,3012.29,2867.55,21290000000.0,0.0197
2016-01-15,2900.97,2988.05,3001.71,2883.87,19870000000.0,-0.0355
2016-01-18,2913.84,2847.54,2945.45,2844.7,16469999999.999998,0.0044
2016-01-19,3007.74,2914.41,3012.07,2906.4,20530000000.0,0.0322
2016-01-20,2976.69,2993.01,3016.28,2951.92,21650000000.0,-0.0103
2016-01-21,2880.48,2934.39,2998.79,2880.08,19170000000.0,-0.0323
2016-01-22,2916.56,2911.11,2931.36,2851.73,15980000000.0,0.0125
2016-01-25,2938.51,2934.08,2955.78,2911.83,15300000000.0,0.0075
2016-01-26,2749.79,2907.72,2911.99,2743.84,21080000000.0,-0.0642
2016-01-27,2735.56,2756.08,2768.77,2638.3,21570000000.0,-0.0052
2016-01-28,2655.66,2711.16,2740.54,2647.49,17110000000.0,-0.0292
2016-01-29,2737.6,2652.85,2755.37,2649.79,18670000000.0,0.030899999999999997
2016-02-01,2688.85,2730.98,2735.26,2655.62,15640000000.0,-0.0178
2016-02-02,2749.57,2687.98,2755.16,2687.98,15810000000.0,0.0226
2016-02-03,2739.25,2719.57,2746.07,2696.88,14840000000.0,-0.0038
2016-02-04,2781.02,2751.43,2793.3,2751.31,17040000000.0,0.0152
2016-02-05,2763.49,2783.08,2790.06,2762.16,14120000000.0,-0.0063
2016-02-15,2746.2,2684.96,2760.36,2682.09,12930000000.0,-0.0063
2016-02-16,2836.57,2758.58,2840.62,2758.58,19600000000.0,0.0329
2016-02-17,2867.34,2829.76,2868.7,2824.36,21690000000.0,0.0108
2016-02-18,2862.89,2881.78,2893.21,2857.7,21920000000.0,-0.0016
2016-02-19,2860.02,2854.9,2872.72,2840.49,16340000000.0,-0.001
2016-02-22,2927.18,2888.6,2933.96,2880.35,23220000000.0,0.0235
2016-02-23,2903.33,2925.71,2928.05,2872.28,19970000000.0,-0.008100000000000001
2016-02-24,2928.9,2889.88,2929.87,2872.27,21340000000.0,0.0088
2016-02-25,2741.25,2922.24,2922.24,2729.85,27030000000.0,-0.0641
2016-02-26,2767.21,2760.06,2784.75,2715.87,19110000000.0,0.0095
2016-02-29,2687.98,2754.81,2755.89,2638.96,20740000000.0,-0.0286
2016-03-01,2733.17,2688.38,2747.56,2668.76,18720000000.0,0.0168
2016-03-02,2849.68,2733.77,2852.7,2732.54,27100000000.0,0.0426
2016-03-03,2859.76,2847.33,2878.45,2840.87,28750000000.0,0.0034999999999999996
2016-03-04,2874.15,2848.54,2880.37,2808.85,31250000000.0,0.005
2016-03-07,2897.34,2886.64,2911.84,2871.35,21750000000.0,0.008100000000000001
2016-03-08,2901.39,2895.67,2902.62,2802.56,23350000000.0,0.0014000000000000002
2016-03-09,2862.56,2839.41,2863.01,2811.72,18340000000.0,-0.0134
2016-03-10,2804.73,2847.57,2863.18,2803.48,13900000000.0,-0.0202
2016-03-11,2810.31,2781.6,2815.61,2772.55,12720000000.0,0.002
2016-03-14,2859.5,2830.08,2889.82,2823.03,19480000000.0,0.0175
2016-03-15,2864.37,2853.98,2865.79,2819.79,16340000000.0,0.0017000000000000001
2016-03-16,2870.43,2858.71,2881.53,2854.19,18650000000.0,0.0021
2016-03-17,2904.83,2875.41,2921.0,2857.19,20030000000.0,0.012
2016-03-18,2955.15,2915.52,2971.55,2908.74,31330000000.0,0.0173
2016-03-21,3018.8,2978.46,3028.32,2973.76,35240000000.0,0.0215
2016-03-22,2999.36,3001.63,3019.1,2988.43,27040000000.0,-0.0064
2016-03-23,3009.96,2991.17,3012.56,2980.86,21700000000.0,0.0034999999999999996
2016-03-24,2960.97,2986.8,2998.15,2960.54,23700000000.0,-0.0163
2016-03-25,2979.43,2956.2,2981.41,2952.11,17510000000.0,0.0062
2016-03-28,2957.82,2988.01,3008.17,2948.53,20200000000.0,-0.0073
2016-03-29,2919.83,2956.71,2962.2,2905.25,18300000000.0,-0.0128
2016-03-30,3000.64,2941.22,3001.11,2941.22,21040000000.0,0.0277
2016-03-31,3003.92,3009.37,3023.41,2992.92,22040000000.0,0.0011
2016-04-01,3009.53,2997.09,3009.67,2956.25,20650000000.0,0.0019
2016-04-05,3053.07,3000.94,3057.33,2993.15,25670000000.0,0.014499999999999999
2016-04-06,3050.59,3039.74,3059.79,3029.0,23230000000.0,-0.0008
2016-04-07,3008.42,3058.34,3062.36,3007.06,22090000000.0,-0.0138
2016-04-08,2984.96,2988.2,2996.17,2960.46,18790000000.0,-0.0078000000000000005
2016-04-11,3033.96,3006.91,3048.98,3006.91,22000000000.0,0.016399999999999998
2016-04-12,3023.65,3031.3,3036.82,3001.32,18270000000.0,-0.0034000000000000002
2016-04-13,3066.64,3041.36,3097.16,3041.36,31000000000.0,0.014199999999999999
2016-04-14,3082.36,3080.09,3086.7,3056.99,20820000000.0,0.0051
2016-04-15,3078.12,3085.03,3089.95,3066.87,18960000000.0,-0.0014000000000000002
2016-04-18,3033.66,3058.46,3058.46,3022.97,18330000000.0,-0.0144
2016-04-19,3042.82,3047.13,3054.5,3024.9,15650000000.0,0.003
2016-04-20,2972.58,3050.38,3055.69,2905.05,28310000000.0,-0.0231
2016-04-21,2952.89,2954.37,2990.67,2943.46,18940000000.0,-0.0066
2016-04-22,2959.24,2933.03,2960.21,2926.78,13720000000.0,0.0022
2016-04-25,2946.67,2949.97,2954.09,2917.02,12590000000.0,-0.0042
2016-04-26,2964.7,2944.72,2965.43,2933.97,11770000000.0,0.0060999999999999995
2016-04-27,2953.67,2967.19,2976.02,2949.43,13090000000.0,-0.0037
2016-04-28,2945.59,2955.74,2959.51,2916.37,13870000000.0,-0.0027
2016-04-29,2938.32,2935.38,2950.58,2930.36,10930000000.0,-0.0025
2016-05-03,2992.64,2940.39,2993.53,2929.81,16870000000.000002,0.018500000000000003
2016-05-04,2991.27,2983.03,3004.42,2978.33,16540000000.0,-0.0005
2016-05-05,2997.84,2987.02,2999.12,2977.2,14480000000.0,0.0022
2016-05-06,2913.25,2998.4,3003.59,2913.04,20680000000.0,-0.0282
2016-05-09,2832.11,2896.16,2896.16,2821.83,18040000000.0,-0.0279
2016-05-10,2832.59,2822.33,2845.24,2820.16,12080000000.0,0.0002
2016-05-11,2837.04,2843.54,2857.25,2818.7,13580000000.0,0.0016
2016-05-12,2835.86,2812.11,2839.28,2781.24,13630000000.0,-0.0004
2016-05-13,2827.11,2828.46,2850.09,2814.11,11430000000.0,-0.0031
2016-05-16,2850.86,2816.78,2851.23,2804.99,11470000000.0,0.0084
2016-05-17,2843.68,2850.93,2860.32,2832.46,12340000000.0,-0.0025
2016-05-18,2807.51,2828.18,2828.26,2781.42,14050000000.0,-0.0127
2016-05-19,2806.91,2802.31,2829.4,2801.55,11160000000.0,-0.0002
2016-05-20,2825.48,2792.89,2825.95,2785.08,10870000000.0,0.0066
2016-05-23,2843.64,2826.31,2848.07,2826.26,12050000000.0,0.0064
2016-05-24,2821.67,2839.68,2839.7,2807.19,11150000000.0,-0.0077
2016-05-25,2815.09,2835.03,2843.16,2807.75,10350000000.0,-0.0023
2016-05-26,2822.44,2813.54,2827.09,2780.76,11480000000.0,0.0026
2016-05-27,2821.05,2817.97,2832.8,2809.8,10980000000.0,-0.0005
2016-05-30,2822.45,2814.65,2830.97,2794.66,10630000000.0,0.0005
2016-05-31,2916.62,2822.59,2917.14,2822.59,21530000000.0,0.0334
2016-06-01,2913.51,2917.15,2929.08,2909.51,18840000000.0,-0.0011
2016-06-02,2925.23,2911.22,2925.67,2906.52,15970000000.0,0.004
2016-06-03,2938.68,2929.79,2945.52,2915.18,17200000000.0,0.0046
2016-06-06,2934.1,2940.99,2945.94,2922.28,14200000000.0,-0.0016
2016-06-07,2936.04,2936.28,2938.44,2923.5,13300000000.0,0.0007000000000000001
2016-06-08,2927.16,2932.38,2937.99,2908.37,14300000000.0,-0.003
2016-06-13,2833.07,2897.27,2911.16,2832.51,16930000000.0,-0.0321
2016-06-14,2842.19,2824.23,2843.46,2822.06,11980000000.0,0.0032
2016-06-15,2887.21,2814.69,2894.26,2811.78,16670000000.000002,0.0158
2016-06-16,2872.82,2878.4,2887.74,2865.39,17390000000.0,-0.005
2016-06-17,2885.11,2873.01,2900.3,2872.18,17149999999.999998,0.0043
2016-06-20,2888.81,2887.64,2891.66,2864.02,13660000000.0,0.0013
2016-06-21,2878.56,2898.38,2919.3,2869.18,16440000000.000002,-0.0034999999999999996
2016-06-22,2905.55,2872.73,2905.98,2869.51,13060000000.0,0.009399999999999999
2016-06-23,2891.96,2902.4,2904.11,2878.66,13610000000.0,-0.004699999999999999
2016-06-24,2854.29,2883.76,2899.57,2807.6,19080000000.0,-0.013000000000000001
2016-06-27,2895.7,2840.56,2895.73,2840.28,15670000000.0,0.014499999999999999
2016-06-28,2912.56,2885.01,2913.58,2878.82,17390000000.0,0.0058
2016-06-29,2931.59,2918.53,2934.0,2915.06,19320000000.0,0.006500000000000001
2016-06-30,2929.61,2931.48,2938.14,2922.31,15450000000.0,-0.0007000000000000001
2016-07-01,2932.48,2931.8,2944.99,2925.81,14120000000.0,0.001
2016-07-04,2988.6,2924.29,2992.5,2922.52,22200000000.0,0.0191
2016-07-05,3006.39,2991.75,3010.28,2990.64,23520000000.0,0.006
2016-07-06,3017.29,2998.52,3017.65,2984.83,21240000000.0,0.0036
2016-07-07,3016.85,3009.35,3024.11,2994.64,22270000000.0,-0.0001
2016-07-08,2988.09,3000.33,3001.55,2983.88,16899999999.999998,-0.0095
2016-07-11,2994.92,2993.75,3022.94,2990.91,22430000000.0,0.0023
2016-07-12,3049.38,2992.52,3049.68,2984.42,25950000000.0,0.0182
2016-07-13,3060.69,3049.51,3069.05,3048.2,25370000000.0,0.0037
2016-07-14,3054.02,3054.97,3057.05,3036.52,18020000000.0,-0.0022
2016-07-15,3054.3,3056.68,3062.68,3044.54,17290000000.0,0.0001
2016-07-18,3043.56,3047.64,3058.32,3031.64,17750000000.0,-0.0034999999999999996
2016-07-19,3036.6,3040.23,3043.6,3014.29,15540000000.0,-0.0023
2016-07-20,3027.9,3034.71,3043.0,3022.63,13820000000.0,-0.0029
2016-07-21,3039.01,3027.6,3053.33,3027.37,16379999999.999998,0.0037
2016-07-22,3012.82,3038.12,3039.27,3007.46,16200000000.0,-0.0086
2016-07-25,3015.83,3008.09,3027.12,3003.29,14420000000.0,0.001
2016-07-26,3050.17,3014.04,3050.61,3013.8,15670000000.0,0.011399999999999999
2016-07-27,2992.0,3050.37,3057.42,2939.23,28020000000.0,-0.0191
2016-07-28,2994.32,2980.5,3003.36,2968.18,19060000000.0,0.0008
2016-07-29,2979.34,2992.54,3000.05,2972.92,15010000000.0,-0.005
2016-08-01,2953.39,2971.95,2972.88,2931.96,14740000000.0,-0.0087
2016-08-02,2971.28,2950.08,2971.28,2946.64,11550000000.0,0.0060999999999999995
2016-08-03,2978.46,2963.21,2981.16,2956.79,14110000000.0,0.0024
2016-08-04,2982.43,2976.41,2982.86,2958.93,13390000000.0,0.0013
2016-08-05,2976.7,2978.78,2991.68,2971.56,14190000000.0,-0.0019
2016-08-08,3004.28,2972.62,3004.72,2959.05,15570000000.0,0.009300000000000001
2016-08-09,3025.68,3001.31,3025.91,2998.68,17000000000.0,0.0070999999999999995
2016-08-10,3018.75,3023.47,3033.2,3017.09,16469999999.999998,-0.0023
2016-08-11,3002.64,3013.68,3038.05,3001.17,16190000000.000002,-0.0053
2016-08-12,3050.67,3000.27,3051.05,2999.04,16820000000.0,0.016
2016-08-15,3125.2,3056.48,3137.48,3053.87,29760000000.0,0.024399999999999998
2016-08-16,3110.04,3130.53,3140.44,3102.07,27830000000.0,-0.0049
2016-08-17,3109.55,3106.99,3114.25,3090.28,21380000000.0,-0.0002
2016-08-18,3104.11,3107.75,3125.58,3093.32,22940000000.0,-0.0017000000000000001
2016-08-19,3108.1,3100.39,3113.34,3082.77,19430000000.0,0.0013
2016-08-22,3084.81,3107.38,3112.74,3083.59,18540000000.0,-0.0075
2016-08-23,3089.71,3081.57,3101.11,3073.53,16140000000.0,0.0016
2016-08-24,3085.88,3092.02,3097.15,3079.55,14570000000.0,-0.0012
2016-08-25,3068.33,3073.44,3073.44,3041.51,17400000000.0,-0.005699999999999999
2016-08-26,3070.31,3069.85,3087.65,3063.89,14970000000.0,0.0006
2016-08-29,3070.03,3068.46,3074.94,3058.79,14450000000.0,-0.0001
2016-08-30,3074.68,3071.44,3082.99,3065.97,14040000000.0,0.0015
2016-08-31,3085.49,3072.92,3087.7,3063.4,14140000000.0,0.0034999999999999996
2016-09-01,3063.31,3083.96,3088.7,3062.88,15520000000.0,-0.0072
2016-09-02,3067.35,3057.49,3072.53,3050.49,15040000000.0,0.0013
2016-09-05,3072.1,3070.71,3085.49,3065.33,14500000000.0,0.0015
2016-09-06,3090.71,3071.06,3095.51,3053.19,17290000000.0,0.0060999999999999995
2016-09-07,3091.93,3091.33,3105.68,3087.88,18700000000.0,0.0004
2016-09-08,3095.95,3089.95,3096.78,3083.9,14590000000.0,0.0013
2016-09-09,3078.85,3095.43,3101.79,3078.22,16070000000.0,-0.0055000000000000005
2016-09-12,3021.98,3037.51,3040.95,2999.93,20600000000.0,-0.018500000000000003
2016-09-13,3023.51,3025.03,3029.72,3008.74,13540000000.0,0.0005
2016-09-14,3002.85,3008.9,3017.94,2995.42,13340000000.0,-0.0068000000000000005
2016-09-19,3026.05,3005.32,3026.65,3005.32,11920000000.0,0.0077
2016-09-20,3023.0,3027.17,3027.82,3015.88,11890000000.0,-0.001
2016-09-21,3025.87,3021.58,3032.45,3017.54,11570000000.0,0.0009
2016-09-22,3042.31,3038.42,3054.44,3035.07,13930000000.0,0.0054
2016-09-23,3033.9,3044.79,3046.8,3032.8,12560000000.0,-0.0028000000000000004
2016-09-26,2980.43,3028.24,3028.24,2980.12,14430000000.0,-0.0176
2016-09-27,2998.17,2974.59,2998.23,2969.13,12170000000.0,0.006
2016-09-28,2987.86,3000.7,3000.7,2984.32,10460000000.0,-0.0034000000000000002
2016-09-29,2998.48,2992.17,3009.2,2991.91,11320000000.0,0.0036
2016-09-30,3004.7,2994.25,3009.2,2993.06,10130000000.0,0.0021
2016-10-10,3048.14,3020.46,3048.24,3014.62,16010000000.000002,0.014499999999999999
2016-10-11,3065.25,3051.62,3066.1,3048.02,16730000000.0,0.005600000000000001
2016-10-12,3058.5,3057.32,3060.51,3048.89,14250000000.0,-0.0022
2016-10-13,3061.35,3057.97,3065.0,3052.64,15480000000.0,0.0009
2016-10-14,3063.81,3056.99,3064.79,3043.18,15540000000.0,0.0008
2016-10-17,3041.17,3064.69,3068.81,3033.75,16370000000.000002,-0.0074
2016-10-18,3083.88,3037.4,3084.19,3037.4,18200000000.0,0.013999999999999999
2016-10-19,3084.72,3085.75,3096.22,3076.77,18250000000.0,0.0003
2016-10-20,3084.46,3084.91,3089.68,3076.29,16070000000.0,-0.0001
2016-10-21,3090.94,3081.39,3101.85,3069.27,18740000000.0,0.0021
2016-10-24,3128.25,3092.05,3137.03,3090.79,24050000000.0,0.0121
2016-10-25,3131.94,3127.97,3132.5,3121.05,20340000000.0,0.0012
2016-10-26,3116.31,3129.84,3129.84,3110.39,19170000000.0,-0.005
2016-10-27,3112.35,3112.6,3114.76,3100.39,15800000000.0,-0.0013
2016-10-28,3104.27,3111.7,3128.64,3101.24,18180000000.0,-0.0026
2016-10-31,3100.49,3097.19,3102.3,3081.07,15150000000.0,-0.0012
2016-11-01,3122.44,3101.66,3122.61,3097.04,16020000000.0,0.0070999999999999995
2016-11-02,3102.73,3115.73,3118.98,3099.82,18270000000.0,-0.0063
2016-11-03,3128.94,3096.76,3140.93,3094.1,22300000000.0,0.0084
2016-11-04,3125.32,3126.35,3141.33,3119.54,19770000000.0,-0.0012
2016-11-07,3133.33,3124.89,3139.2,3117.1,17940000000.0,0.0026
2016-11-08,3147.89,3140.94,3156.88,3134.95,19080000000.0,0.0046
2016-11-09,3128.37,3146.08,3146.95,3096.95,24110000000.0,-0.0062
2016-11-10,3171.28,3148.54,3172.31,3148.54,24420000000.0,0.0137
2016-11-11,3196.04,3169.4,3202.74,3166.07,31090000000.0,0.0078000000000000005
2016-11-14,3210.37,3187.71,3221.46,3186.8,32960000000.0,0.0045000000000000005
2016-11-15,3206.99,3209.95,3214.29,3195.04,24090000000.0,-0.0011
2016-11-16,3205.06,3208.5,3210.89,3195.41,22180000000.0,-0.0006
2016-11-17,3208.45,3198.5,3211.05,3187.21,21420000000.0,0.0011
2016-11-18,3192.86,3207.19,3212.39,3187.5,20980000000.0,-0.0049
2016-11-21,3218.15,3188.5,3229.76,3188.28,23070000000.0,0.0079
2016-11-22,3248.35,3220.98,3249.68,3220.98,26160000000.0,0.009399999999999999
2016-11-23,3241.14,3247.94,3262.88,3231.59,25000000000.0,-0.0022
2016-11-24,3241.74,3237.43,3257.86,3232.87,23230000000.0,0.0002
2016-11-25,3261.94,3241.24,3262.44,3209.6,23390000000.0,0.0062
2016-11-28,3277.0,3270.05,3288.34,3267.67,28160000000.0,0.0046
2016-11-29,3282.92,3269.23,3301.21,3263.4,32080000000.0,0.0018
2016-11-30,3250.03,3272.14,3277.27,3239.52,24360000000.0,-0.01
2016-12-01,3273.31,3257.03,3279.67,3256.26,23780000000.0,0.0072
2016-12-02,3243.84,3270.12,3279.71,3235.28,25960000000.0,-0.009000000000000001
2016-12-05,3204.71,3203.78,3219.52,3194.88,22300000000.0,-0.0121
2016-12-06,3199.65,3202.03,3215.31,3196.52,15760000000.0,-0.0016
2016-12-07,3222.24,3198.47,3222.43,3189.49,16910000000.0,0.0070999999999999995
2016-12-08,3215.37,3225.55,3228.12,3211.47,17070000000.0,-0.0021
2016-12-09,3232.88,3209.34,3244.8,3207.04,20400000000.0,0.0054
2016-12-12,3152.97,3233.67,3245.09,3149.9,27470000000.0,-0.024700000000000003
2016-12-13,3155.04,3138.99,3162.5,3118.71,18520000000.0,0.0007000000000000001
2016-12-14,3140.53,3149.38,3170.02,3136.35,20140000000.0,-0.0046
2016-12-15,3117.68,3125.76,3138.78,3100.91,19000000000.0,-0.0073
2016-12-16,3122.98,3111.51,3128.87,3106.35,16500000000.0,0.0017000000000000001
2016-12-19,3118.08,3120.7,3125.28,3110.08,15420000000.0,-0.0016
2016-12-20,3102.88,3115.9,3117.01,3084.8,15740000000.0,-0.0049
2016-12-21,3137.43,3107.24,3140.25,3107.24,18670000000.0,0.0111
2016-12-22,3139.56,3132.16,3143.17,3126.89,16780000000.000002,0.0007000000000000001
2016-12-23,3110.15,3134.93,3138.4,3103.75,16620000000.000002,-0.009399999999999999
2016-12-26,3122.57,3095.58,3122.88,3068.41,15260000000.0,0.004
2016-12-27,3114.66,3117.39,3127.88,3113.75,14150000000.0,-0.0025
2016-12-28,3102.24,3113.77,3118.78,3094.55,13570000000.0,-0.004
2016-12-29,3096.1,3095.84,3111.8,3087.34,13260000000.0,-0.002
2016-12-30,3103.64,3097.35,3108.84,3089.99,13330000000.0,0.0024
2017-01-03,3135.92,3105.31,3136.46,3105.31,14160000000.0,0.0104
2017-01-04,3158.79,3133.79,3160.1,3130.11,16790000000.0,0.0073
2017-01-05,3165.41,3157.91,3168.5,3154.28,17470000000.0,0.0021
2017-01-06,3154.32,3163.78,3172.03,3153.03,18370000000.0,-0.0034999999999999996
2017-01-09,3171.24,3148.53,3173.14,3147.74,17170000000.000002,0.0054
2017-01-10,3161.67,3167.57,3174.58,3157.33,17980000000.0,-0.003
2017-01-11,3136.75,3156.69,3167.03,3136.27,17840000000.0,-0.0079
2017-01-12,3119.29,3133.6,3144.97,3115.98,14890000000.0,-0.005600000000000001
2017-01-13,3112.76,3116.08,3130.51,3102.16,15630000000.0,-0.0021
2017-01-16,3103.43,3104.49,3105.14,3044.29,25790000000.0,-0.003
2017-01-17,3108.77,3087.03,3108.91,3072.34,13620000000.0,0.0017000000000000001
2017-01-18,3113.01,3104.77,3123.72,3098.59,13180000000.0,0.0014000000000000002
2017-01-19,3101.3,3104.97,3115.78,3094.01,12390000000.0,-0.0038
2017-01-20,3123.14,3095.82,3125.66,3095.21,12240000000.0,0.006999999999999999
2017-01-23,3136.77,3125.42,3145.84,3125.42,13270000000.0,0.0044
2017-01-24,3142.55,3134.59,3149.53,3131.22,12600000000.0,0.0018
2017-01-25,3149.55,3137.65,3151.47,3133.19,11210000000.0,0.0022
2017-01-26,3159.17,3149.22,3163.1,3148.91,11390000000.0,0.0031
2017-02-03,3140.17,3160.08,3162.68,3136.01,9220000000.0,-0.006
2017-02-06,3156.98,3143.09,3158.84,3135.39,12720000000.0,0.0054
2017-02-07,3153.09,3154.4,3159.54,3140.04,12830000000.0,-0.0012
